" 10809060539","牧牌（MUH） 德国进口牛奶200ml*27盒 牧牌全脂纯牛奶 整箱【图片 价格 品牌 报价】-京东","山姆会员商店官方旗舰店","105.60""},""rn"":-1,""pr"":{""promiseResult"":""23:00ǰµ,Ԥ<b>(0716)</b>ʹ","https://item.jd.com/10809060539.html","0.99","43000","100","100"
" 2858180","【荷高脱脂纯牛奶】荷兰原装进口 荷高（Globemilk） 脱脂纯牛奶1L*6整箱装 3.7%乳蛋白【行情 报价 价格 评测】-京东","荷高（Globemilk）京东自营旗舰店","64.00","https://item.jd.com/2858180.html","0.99","60000","100","100"
" 6526745","【兰雀牛奶】欧洲原装进口牛奶 兰雀脱脂纯牛奶200ml*12  健康早餐 低脂肪0%fat 礼盒装【行情 报价 价格 评测】-京东","兰雀牛奶京东自营旗舰店","25.90","https://item.jd.com/6526745.html","0.99","23000","60","30"
" 2498102","【妙可牛奶】波兰 妙可（Mlekovita）原装进口牛奶 全脂纯牛奶箱装 1L*12【行情 报价 价格 评测】-京东","[]","89.00","https://item.jd.com/2498102.html","0.99","64000","100","100"
" 627719","【欧德堡牛奶】德国DMK进口牛奶  欧德堡（Oldenburger）超高温处理脱脂牛奶1L*12盒【行情 报价 价格 评测】-京东","欧德堡牛奶京东自营旗舰店","129.00","https://item.jd.com/627719.html","0.98","200000","2200","1600"
" 2858178","【荷高全脂纯牛奶】荷兰原装进口 荷高（Globemilk） 全脂纯牛奶200ml*24整箱装 3.6%乳蛋白【行情 报价 价格 评测】-京东","荷高（Globemilk）京东自营旗舰店","89.00","https://item.jd.com/2858178.html","0.99","55000","100","100"
" 6526725","【荷兰乳牛脱脂纯牛奶】法国原装进口 荷兰乳牛脱脂草莓味牛奶（零脂肪）200ml*36整箱装【行情 报价 价格 评测】-京东","荷兰乳牛京东自营旗舰店","79.00","https://item.jd.com/6526725.html","0.99","25000","100","80"
" 5812365","【爱氏晨曦牛奶】德国 进口牛奶 Arla爱氏晨曦 全脂牛奶 1L*6 礼盒装（新老包装随机发货）【行情 报价 价格 评测】-京东","爱氏晨曦Arla京东自营旗舰店","59.00","https://item.jd.com/5812365.html","0.98","490000","3100","2100"
" 2858200","【绿林贝牛奶】奥地利进口 绿林贝超高温灭菌脱脂纯牛奶1L*6 进口食品【行情 报价 价格 评测】-京东","[]","42.00","https://item.jd.com/2858200.html","0.99","96000","200","100"
" 2149293","【德亚酸牛奶】【15盒装】德国进口酸奶 德亚（Weidendorf）200ml*15 整箱装【行情 报价 价格 评测】-京东","德亚牛奶京东自营旗舰店","59.00","https://item.jd.com/2149293.html","0.99","200000","700","500"
" 4614835","【兰雀牛奶】欧洲原装进口牛奶 兰雀脱脂纯牛奶1L*12  健康早餐 低脂奶0%fat 整箱装【行情 报价 价格 评测】-京东","兰雀牛奶京东自营旗舰店","79.90","https://item.jd.com/4614835.html","0.99","26000","60","50"
" 5313250","【德亚原味酸奶200ml*12】德国进口酸奶 德亚（Weidendorf） 悠慕滋 原味酸奶 200ml*12【行情 报价 价格 评测】-京东","德亚牛奶京东自营旗舰店","39.90","https://item.jd.com/5313250.html","0.99","52000","100","90"
" 2627831","【纽仕兰牛奶】纽仕兰牧场 Theland 3.5g蛋白质 部分脱脂纯牛奶 250ml*24家庭装 新西兰进口【行情 报价 价格 评测】-京东","纽仕兰（Theland）京东自营旗舰店","79.00","https://item.jd.com/2627831.html","0.99","89000","200","100"
" 14818716186","安佳儿童牛奶 新西兰进口金装原味儿童奶190ml*27整箱装【图片 价格 品牌 报价】-京东","安佳官方旗舰店","99.00","https://item.jd.com/14818716186.html","0.99","12000","10","10"
" 2149286","【艾恩摩尔牛奶】爱尔兰进口 艾恩摩尔（AVONMORE）全脂牛奶1L*6 整箱装【行情 报价 价格 评测】-京东","艾恩摩尔京东自营旗舰店","49.00","https://item.jd.com/2149286.html","0.99","59000","200","100"
" 625465","【德亚牛奶】德国进口牛奶 德亚（Weidendorf）全脂 1L*6 礼盒装【行情 报价 价格 评测】-京东","德亚牛奶京东自营旗舰店","49.90","https://item.jd.com/625465.html","0.98","110000","1300","500"
" 896023","【德亚牛奶】德国进口牛奶 德亚（Weidendorf）脱脂 1L*12 整箱装【行情 报价 价格 评测】-京东","德亚牛奶京东自营旗舰店","99.00","https://item.jd.com/896023.html","0.98","52000","300","200"
" 1237545","【安佳儿童牛奶】安佳（Anchor）进口儿童牛奶 调制乳 190ML*27 整箱装【行情 报价 价格 评测】-京东","安佳牛奶京东自营旗舰店","99.00","https://item.jd.com/1237545.html","0.99","61000","200","100"
" 2113525","【德亚全脂纯牛奶250ml*24】澳大利亚进口纯牛奶 德亚（Weidendorf）全脂 250ml*24【行情 报价 价格 评测】-京东","德亚牛奶京东自营旗舰店","69.00","https://item.jd.com/2113525.html","0.98","160000","1100","700"
" 2005959","【So Natural脱脂UHT牛奶 （1Lx12）】澳洲 澳伯顿(So Natural)原装进口牛奶 脱脂整箱纯牛奶 1Lx12箱装【行情 报价 价格 评测】-京东","[]","85.00","https://item.jd.com/2005959.html","0.98","160000","1400","1100"
" 11199208256","澳牧 澳大利亚进口儿童牛奶200mlx18盒 高端全脂纯牛奶进口 全脂高钙儿童早餐奶【图片 价格 品牌 报价】-京东","山姆会员商店官方旗舰店","150.70""},""rn"":-1,""pr"":{""promiseResult"":""23:00ǰµ,Ԥ<b>(0716)</b>ʹ","https://item.jd.com/11199208256.html","0.99","13000","10","10"
" 2249497","【纽仕兰牛奶】纽仕兰牧场 Theland 白金版3.8g蛋白质 全脂纯牛奶 250ml*24家庭装 新西兰进口【行情 报价 价格 评测】-京东","纽仕兰（Theland）京东自营旗舰店","119.00","https://item.jd.com/2249497.html","0.99","33000","100","80"
" 1938564","【德运奶粉】澳洲 德运(Devondale)原装进口奶粉 全脂高钙成人奶粉 1kg【行情 报价 价格 评测】-京东","[]","59.00","https://item.jd.com/1938564.html","0.98","260000","2900","2500"
" 7428179","【澳伯顿澳大利亚 进口牛奶 澳伯顿 So Natural 全脂纯牛奶 1L*12盒】澳大利亚 澳洲原装进口牛奶 澳伯顿 So Natural 全脂纯牛奶 1L*12/箱装 早餐饼干配牛奶 家庭装【行情 报价 价格 评测】-京东","[]","99.00","https://item.jd.com/7428179.html","0.99","2100","3","6"
" 14815678163","安佳牛奶 全脂纯牛奶 新西兰进口1l*12 整箱装【图片 价格 品牌 报价】-京东","安佳官方旗舰店","129.00","https://item.jd.com/14815678163.html","0.99","20000","30","40"
" 2274077","【纽仕兰1KG全脂奶粉袋装】纽仕兰牧场 Theland 调制乳粉 全脂成人奶粉 1kg袋装 新西兰进口【行情 报价 价格 评测】-京东","纽仕兰（Theland）京东自营旗舰店","59.90","https://item.jd.com/2274077.html","0.98","81000","500","300"
" 25941455681","荷兰乳牛 法国原装进口脱脂纯牛奶3.6g优质乳蛋白 原味200ml*36支(至18年10-11月【图片 价格 品牌 报价】-京东","荷兰乳牛旗舰店","99.00","https://item.jd.com/25941455681.html","0.99","7100","10","10"
" 2867830","【绿林贝牛奶】奥地利 进口牛奶 绿林贝脱脂纯牛奶 200ml*24 整箱装【行情 报价 价格 评测】-京东","[]","59.00","https://item.jd.com/2867830.html","0.99","46000","200","100"
" 4438293","【乐荷有机全脂纯牛奶】欧盟有机认证 荷兰进口 乐荷（vecozuivel）全脂有机纯牛奶 200ml*24盒家庭装【行情 报价 价格 评测】-京东","乐荷京东自营旗舰店","189.00","https://item.jd.com/4438293.html","0.99","5300","8","5"
" 798871","【甘蒂牧场牛奶】德国进口 甘蒂牧场（MUH）全脂纯牛奶1L*12盒 进口纯牛奶 整箱【行情 报价 价格 评测】-京东","甘蒂牧场京东自营旗舰店","129.00","https://item.jd.com/798871.html","0.99","69000","300","200"
" 896022","【德亚牛奶】德国进口牛奶 德亚（Weidendorf）低脂 1L*12 整箱装【行情 报价 价格 评测】-京东","德亚牛奶京东自营旗舰店","115.00","https://item.jd.com/896022.html","0.99","28000","100","80"
" 13516730589","德国 进口牛奶 欧德堡（Oldenburger）超高温处理全脂纯牛奶 200ml*24盒【图片 价格 品牌 报价】-京东","欧德堡官方旗舰店","75.00","https://item.jd.com/13516730589.html","0.99","23000","50","30"
" 4990947","【澳牧儿童牛奶】澳大利亚 澳牧（Australia’s Own) 儿童成长牛奶 高端全脂进口牛奶早餐奶 200mlx30【行情 报价 价格 评测】-京东","澳牧京东自营旗舰店","252.00","https://item.jd.com/4990947.html","0.99","4800","4","4"
